prog,pca_category,duration_scaled,frequency_change_scaled,direction_scaled
2116,C,0.17138962,2014.609495,913.3006761
2117,C,0.179180057,2625.59762,719.1319442
2118,C,0.210341805,1684.345643,447.7441713
2119,C,0.17138962,2394.412925,914.0497408
2120,C,0.155808745,1667.832451,742.9351253
2121,C,0.186970494,2361.386538,884.8083681
2122,C,0.194760931,2592.571235,530.1172002
2123,C,0.155808745,1750.398414,635.4842121
2124,B,0.233713117,1766.911606,96.95499629
2125,C,0.194760931,2377.899732,724.464436
2126,C,0.163599183,1965.069917,622.2919046
2127,C,0.17138962,2361.386538,1067.045957
2128,C,0.163599183,1568.753294,1145.315014
2129,C,0.202551368,1849.477569,930.2691311
2130,C,0.225922679,1849.477569,802.3938259
2131,C,0.202551368,2212.767805,1067.626629
2132,B,0.186970494,3682.441945,216.8592721
2133,C,0.179180057,1535.72691,820.0148106
2134,C,0.155808745,2774.216354,271.5119227
2135,C,0.186970494,2443.952502,654.7155275
2136,C,0.186970494,2080.662265,937.0515902
2137,C,0.17138962,2196.254613,605.3634396
2138,C,0.179180057,1865.990762,737.3217379
2139,C,0.202551368,2163.228229,288.9979716
2140,C,0.186970494,2410.926117,557.7012417
2141,C,0.17138962,1865.990762,730.1667873
2142,C,0.17138962,1766.911606,495.7080741
2143,C,0.179180057,2427.43931,831.1223161
2144,C,0.194760931,3087.967012,434.6015684
2145,C,0.202551368,1799.937991,524.6066577
2146,C,0.179180057,1899.017147,842.427098
2147,C,0.186970494,2609.084428,603.894092
2148,C,0.163599183,2031.122687,570.1545801
2149,C,0.155808745,1568.753294,463.1657839
2150,C,0.186970494,2311.846962,577.0949248
2151,C,0.163599183,1932.043532,647.4172558
2152,C,0.163599183,1436.647754,530.1116699
2153,C,0.148018308,1915.530339,932.721288
2154,C,0.155808745,1783.424799,347.1862836
2155,C,0.179180057,2295.333768,458.3450095
2156,C,0.194760931,1915.530339,880.9143472
2157,C,0.179180057,1899.017147,473.4359997
2158,C,0.202551368,2493.49208,883.0618649
2159,C,0.179180057,2262.307383,920.1046876
2160,C,0.179180057,1965.069917,552.712514
2161,C,0.155808745,2080.662265,727.6988368
2162,C,0.179180057,2295.333768,939.6668109
2163,C,0.155808745,2427.43931,869.5323319
2164,C,0.163599183,1899.017147,361.863367
2165,C,0.194760931,2972.374664,665.0051388
2166,C,0.163599183,1948.556724,687.1099925
2167,C,0.186970494,2229.280998,649.971379
2168,C,0.179180057,2625.59762,361.945429
2169,C,0.179180057,1849.477569,862.9169305
2170,C,0.179180057,2262.307383,595.2110914
2171,C,0.148018308,3187.046169,316.0827629
2172,C,0.186970494,2097.175457,542.5106433
2173,C,0.186970494,2047.63588,708.6964666
2174,C,0.17138962,2080.662265,526.5889822
2175,C,0.179180057,2179.74142,676.5378459
2176,C,0.163599183,1337.568599,840.6399026
2177,C,0.179180057,3104.480206,483.1802284
2178,C,0.186970494,2427.43931,1127.152116
2179,C,0.163599183,2196.254613,753.435902
2180,C,0.17138962,1882.503954,597.440235
2181,C,0.17138962,2047.63588,863.6150745
2182,C,0.155808745,1321.055406,723.5625472
2183,C,0.155808745,1288.029021,629.4304008
2184,C,0.155808745,1965.069917,455.9508313
2185,C,0.163599183,2031.122687,655.1865709
2186,C,0.194760931,3021.914242,402.672311
2187,C,0.163599183,1948.556724,746.5989468
2188,C,0.186970494,2361.386538,515.6863965
2189,C,0.179180057,2443.952502,763.5226459
2190,C,0.202551368,2724.676776,920.902863
2191,C,0.17138962,2229.280998,534.4078877
2192,C,0.179180057,3120.993397,335.1436604
2193,C,0.163599183,2196.254613,700.9385613
2194,C,0.155808745,2031.122687,607.0104942
2195,C,0.186970494,2510.005273,550.7390084
2196,C,0.202551368,1535.72691,477.2459406
2197,C,0.202551368,2295.333768,522.0791653
2198,C,0.186970494,1750.398414,700.5732597
2199,C,0.186970494,2080.662265,615.9793525
2200,C,0.17138962,1733.885221,609.7845817
2201,C,0.163599183,2427.43931,506.1551072
2202,C,0.17138962,3021.914242,525.6762287
2203,C,0.202551368,1981.58311,615.9101583
2204,C,0.163599183,2262.307383,942.2034354
2205,C,0.163599183,2955.861472,471.4748597
2206,C,0.17138962,1766.911606,98.06463681
2207,C,0.186970494,3038.427436,691.182589
2208,C,0.210341805,1783.424799,580.0078443
2209,C,0.14022787,1519.213717,850.2619779
2210,C,0.17138962,2229.280998,702.7904597
2211,C,0.17138962,3319.151709,260.885191
2212,C,0.202551368,2196.254613,649.4200833
2213,C,0.155808745,1651.319258,434.1673592
2214,C,0.155808745,1469.67414,816.2654181
2215,C,0.17138962,2592.571235,553.5666868
2216,C,0.186970494,2245.794192,670.8594299
2217,C,0.210341805,1667.832451,864.4167218
2218,C,0.202551368,1733.885221,695.085186
2219,C,0.202551368,1899.017147,586.9422773
2220,C,0.17138962,2031.122687,789.1704813
2221,C,0.194760931,2625.59762,452.6956449
2222,C,0.17138962,1155.923481,364.1693575
2223,C,0.186970494,1998.096302,706.1803143
2224,C,0.194760931,1238.489444,794.7870416
2225,C,0.194760931,1618.292873,903.3814491
2226,C,0.194760931,1981.58311,751.0486632
2227,C,0.194760931,2708.163583,654.145666
2228,C,0.210341805,1321.055406,647.339789
2229,C,0.210341805,2658.624006,679.3749227
2230,C,0.179180057,2229.280998,948.6630584
2231,C,0.163599183,2196.254613,373.2080135
2232,C,0.163599183,2724.676776,324.3271173
2233,C,0.186970494,1981.58311,962.6118755
2234,C,0.202551368,2245.794192,551.5941975
2235,C,0.186970494,1618.292873,1188.658686
2236,C,0.194760931,2212.767805,677.2065862
2237,C,0.186970494,1519.213717,838.6089756
2238,C,0.179180057,1502.700525,897.1055693
2239,C,0.194760931,2163.228229,1031.071137
2240,C,0.17138962,1585.266488,848.132234
2241,C,0.186970494,445.8561997,760.025302
2242,C,0.186970494,2675.137198,652.1095488
2243,C,0.179180057,3120.993397,608.9325048
2244,C,0.202551368,1700.858836,744.3267959
2245,C,0.202551368,1981.58311,698.6948429
2246,C,0.202551368,2790.729546,552.3722551
2247,C,0.202551368,2295.333768,688.5110353
2248,C,0.202551368,2592.571235,472.0854397
2249,C,0.17138962,2113.68865,872.1977229
2250,C,0.17138962,1188.949866,726.0587207
2251,C,0.210341805,2410.926117,529.8918495
2252,C,0.194760931,3319.151709,514.9215408
2253,C,0.17138962,1799.937991,850.1723387
2254,C,0.148018308,2790.729546,356.6732607
2255,C,0.186970494,2906.321894,491.1236612
2256,C,0.186970494,2493.49208,700.508973
2257,C,0.179180057,2097.175457,623.220331
2258,C,0.202551368,2163.228229,456.7670112
2259,C,0.194760931,3038.427436,535.1754618
2260,C,0.179180057,2988.887857,339.8651989
2261,C,0.17138962,1486.187332,993.5021695
2262,C,0.210341805,2840.269124,551.5001653
2263,C,0.194760931,2807.242739,602.8006221
2264,C,0.155808745,1783.424799,701.8290868
2265,C,0.194760931,1436.647754,1019.6974
2266,C,0.155808745,2113.68865,362.7415344
2267,C,0.194760931,2113.68865,903.0378371
2268,C,0.179180057,2229.280998,661.2654963
2269,C,0.202551368,1585.266488,825.7406615
2270,C,0.163599183,2427.43931,657.7127555
2271,C,0.163599183,1717.372029,779.7806914
2272,C,0.186970494,2196.254613,914.0334433
2273,C,0.194760931,2047.63588,608.6974808
2274,C,0.210341805,3996.192604,617.1132314
2275,C,0.163599183,1552.240103,860.3493486
2276,C,0.132437433,2493.49208,595.9482871
2277,C,0.17138962,2113.68865,795.5830417
2278,C,0.186970494,1899.017147,519.7261049
2279,C,0.17138962,2097.175457,743.3648388
2280,C,0.179180057,1981.58311,655.9535624
2281,C,0.210341805,1899.017147,1236.005991
2282,C,0.163599183,1684.345643,615.9396845
2283,C,0.179180057,1816.451184,719.0436773
2284,C,0.194760931,2229.280998,565.1615471
2285,C,0.210341805,2377.899732,600.3387709
2286,C,0.163599183,2212.767805,518.248163
2287,C,0.194760931,2278.820577,549.0524732
2288,C,0.163599183,1502.700525,614.0753334
2289,C,0.17138962,2691.650391,575.1716196
2290,C,0.186970494,1535.72691,787.4249448
2291,C,0.186970494,3418.230863,799.0194831
2292,C,0.202551368,2179.74142,808.5874543
2293,C,0.179180057,2658.624006,888.0090385
2294,C,0.186970494,2064.149072,490.1463517
2295,C,0.194760931,3104.480206,459.40765
2296,C,0.194760931,1998.096302,555.4788555
2297,C,0.17138962,1634.806066,615.0072063
2298,C,0.186970494,1750.398414,809.6612738
2299,C,0.194760931,875.1992067,792.2146448
2300,C,0.202551368,2410.926117,777.563185
2301,C,0.17138962,1502.700525,908.8450155
2302,C,0.186970494,1965.069917,1142.678231
2303,C,0.210341805,1932.043532,595.6542931
2304,C,0.225922679,1519.213717,957.805375
2305,C,0.17138962,2394.412925,488.5635725
2306,C,0.194760931,2262.307383,632.0104756
2307,C,0.179180057,1552.240103,722.7057845
2308,C,0.210341805,1948.556724,711.8238925
2309,C,0.186970494,1436.647754,1006.928855
2310,C,0.14022787,1387.108177,766.7664896
2311,C,0.186970494,2708.163583,848.5139537
2312,C,0.194760931,1535.72691,1011.60074
2313,C,0.179180057,1634.806066,889.9739689
2314,C,0.148018308,3005.401049,1099.918336
2315,C,0.179180057,2410.926117,1258.822169
2316,C,0.202551368,1899.017147,904.3567695
2317,C,0.202551368,1172.436673,865.294136
2318,C,0.210341805,2443.952502,387.4328587
2319,C,0.186970494,1799.937991,782.6384581
2320,C,0.186970494,2410.926117,632.3590198
2321,C,0.186970494,1040.331133,414.2185773
2322,C,0.210341805,1288.029021,871.5925457
2323,C,0.194760931,1849.477569,475.8489817
2324,C,0.186970494,1981.58311,727.7327577
2325,C,0.163599183,1899.017147,622.7554796
2326,C,0.186970494,1288.029021,1331.962091
2327,C,0.186970494,2163.228229,782.5340086
2328,C,0.186970494,1601.779681,856.8748489
2329,C,0.186970494,1056.844325,812.0397041
2330,C,0.202551368,1321.055406,986.0957673
2331,C,0.186970494,1089.87071,649.4142439
2332,C,0.210341805,2047.63588,920.6854021
2333,C,0.210341805,2972.374664,1001.131815
2334,C,0.194760931,2344.873347,1078.900785
2335,C,0.155808745,2064.149072,684.2060334
2336,C,0.225922679,2146.715035,1072.16541
2337,C,0.202551368,1552.240103,1172.604048
2338,C,0.194760931,1387.108177,983.5583819
2339,C,0.17138962,1552.240103,921.688811
2340,C,0.194760931,1601.779681,981.4613845
2341,C,0.179180057,1981.58311,855.047742
2342,C,0.17138962,2097.175457,764.3124722
2343,C,0.210341805,1288.029021,534.9882551
2344,C,0.179180057,1502.700525,933.3769459
2345,C,0.186970494,1783.424799,848.360087
2346,C,0.17138962,1486.187332,793.1621589
2347,C,0.210341805,2377.899732,744.6740152
2348,C,0.186970494,1981.58311,549.9560709
2349,C,0.186970494,1783.424799,1174.45443
2350,C,0.163599183,1519.213717,906.7470106
2351,C,0.218132242,1750.398414,1017.024478
2352,C,0.194760931,2047.63588,1082.672818
2353,C,0.163599183,1354.081792,710.262604
2354,C,0.202551368,2047.63588,250.2552827
2355,C,0.186970494,1766.911606,1147.876362
2356,C,0.179180057,1816.451184,859.3457011
2357,C,0.14022787,1684.345643,424.4859018
2358,C,0.186970494,1783.424799,810.0045744
2359,B,0.17138962,1321.055406,-392.3485227
2360,C,0.179180057,1304.542214,973.2612233
2361,C,0.210341805,2642.110813,761.8470497
2362,C,0.202551368,2906.321894,1173.574552
2363,C,0.179180057,3104.480206,742.1480248
2364,C,0.202551368,1585.266488,963.6797621
2365,C,0.194760931,1601.779681,939.2605155
2366,C,0.17138962,1783.424799,1129.125042
2367,C,0.210341805,2196.254613,1204.824943
2368,C,0.186970494,1684.345643,955.6602031
2369,C,0.218132242,1370.594984,888.1029291
2370,C,0.186970494,1998.096302,923.9011621
2371,C,0.179180057,1634.806066,1088.977048
2372,C,0.163599183,1535.72691,881.6746834
2373,C,0.202551368,1651.319258,957.666334
2374,C,0.194760931,1981.58311,526.0465629
2375,C,0.14022787,1188.949866,471.6914922
2376,C,0.14022787,1519.213717,791.3503567
2377,C,0.179180057,2295.333768,245.784106
2378,C,0.163599183,1172.436673,945.8084954
2379,C,0.186970494,2097.175457,822.6503534
2380,C,0.225922679,2295.333768,967.1552413
2381,C,0.179180057,1717.372029,903.491746
2382,C,0.194760931,2972.374664,626.1704216
2383,C,0.202551368,2939.348279,353.3960137
2384,C,0.181962356,2031.122687,900.4350577
2385,C,0.180292975,1618.292873,848.8139391
2386,C,0.205333667,1667.832451,719.5050129
2387,C,0.194760931,1915.530339,1028.934892
2388,C,0.179180057,2229.280998,200.9488617
2389,B,0.186970494,3187.046169,-103.2296986
2390,C,0.210341805,1899.017147,660.4455712
2391,C,0.195317391,1733.885221,636.6113854
2392,C,0.175284837,1106.383903,942.1404195
2393,C,0.186970494,1585.266488,804.036377
2394,B,0.202551368,3401.717672,273.7852324
2395,C,0.186970494,1684.345643,614.0108517
2396,C,0.210341805,2196.254613,932.3939259
2397,C,0.150244147,1288.029021,1097.49466
2398,C,0.210341805,1387.108177,707.5089638
2399,C,0.179180057,1238.489444,681.5890656
2400,C,0.17138962,2988.887857,1187.029616
2401,B,0.186970494,1899.017147,68.2428238
2402,C,0.173058998,1519.213717,656.9234238
2403,C,0.218132242,1981.58311,689.9201989
2404,C,0.194760931,2790.729546,938.5668305
2405,C,0.185301115,974.2783623,899.7632977
2406,C,0.202551368,2443.952502,848.5519377
2407,C,0.186970494,2460.465695,661.2317308
2408,C,0.186970494,1221.976251,788.3004606
2409,C,0.194760931,2724.676776,690.1166218
2410,C,0.218132242,1255.002636,827.6015971
2411,C,0.186970494,1998.096302,952.7164008
2412,C,0.179180057,1932.043532,742.2608857
2413,C,0.165268561,1634.806066,943.5300074
2414,C,0.160260423,1502.700525,629.173777
2415,C,0.194760931,2741.189968,552.8289965
2416,C,0.218132242,2196.254613,623.862744
2417,C,0.202551368,2691.650391,671.7504143
2418,C,0.200325529,1832.964376,899.3115169
2419,C,0.14022787,1436.647754,319.3867529
2420,C,0.186970494,1783.424799,844.6243199
2421,C,0.202551368,2245.794192,732.1052333
2422,C,0.179180057,1849.477569,542.6701658
2423,C,0.194760931,1288.029021,353.1986031
2424,C,0.186970494,2807.242739,584.0347724
2425,C,0.210341805,2080.662265,774.4064262
2426,C,0.202551368,1783.424799,681.9125227
2427,C,0.194760931,2064.149072,936.8231748
2428,C,0.225922679,2097.175457,479.9653124
2429,C,0.210341805,1816.451184,728.6155621
2430,C,0.17138962,1882.503954,781.2713385
2431,C,0.179180057,2609.084428,585.5862544
2432,B,0.202551368,2708.163583,-7.597470891
2433,C,0.186970494,1849.477569,793.5295371
2434,B,0.249293992,1535.72691,-811.6451388
2435,C,0.194760931,1882.503954,1038.881934
2436,C,0.194760931,2031.122687,776.3180064
2437,C,0.202551368,2262.307383,641.8136244
2438,C,0.165268561,1106.383903,967.5560098
2439,C,0.180292975,1552.240103,645.9668629
2440,C,0.195317391,1436.647754,874.5357437
2441,C,0.180292975,2047.63588,828.9405778
2442,B,0.202551368,2741.189968,-429.7824276
2443,C,0.17138962,1783.424799,724.8518563
2444,C,0.19698677,1899.017147,632.3361456
2445,C,0.215349943,1634.806066,995.220888
2446,C,0.179180057,2295.333768,527.2515724
2447,C,0.175284837,1056.844325,589.1603491
2448,C,0.190309253,1535.72691,855.1825991
2449,C,0.179180057,1155.923481,771.7575615
2450,C,0.17138962,1370.594984,966.8195129
2451,C,0.175284837,776.1200512,755.8754204
2452,B,0.210341805,2295.333768,238.7673781
2453,C,0.186970494,1667.832451,222.318781
2454,C,0.179180057,2311.846962,1071.412106
2455,C,0.200325529,2047.63588,1010.470463
2456,C,0.179180057,908.2255919,638.6402684
2457,C,0.210341805,2311.846962,732.388142
2458,C,0.155252285,1601.779681,986.2750589
2459,C,0.165268561,1436.647754,747.7552351
2460,C,0.175284837,1304.542214,819.4022207
2461,C,0.151357066,1387.108177,741.2684057
2462,C,0.185301115,1965.069917,707.1494288
2463,C,0.150244147,1453.160947,316.6427051
2464,C,0.165268561,1733.885221,955.938929
2465,C,0.165268561,2014.609495,989.305288
2466,C,0.175284837,1733.885221,862.672189
2467,C,0.170276699,1733.885221,730.2004046
2468,B,0.14022787,2196.254613,-411.9015072
2469,C,0.180292975,1552.240103,656.048392
2470,C,0.165268561,1519.213717,701.6050462
2471,C,0.155252285,1651.319258,760.643787
2472,C,0.14022787,2097.175457,672.6845936
2473,C,0.160260423,1387.108177,914.5911716
2474,C,0.170276699,1948.556724,663.3850443
2475,C,0.204777207,2146.715035,742.0699416
2476,C,0.175284837,941.2519771,762.824262
2477,C,0.195873851,2064.149072,535.6661951
2478,C,0.150244147,1420.134562,707.8628494
2479,C,0.186970494,1849.477569,814.0158161
2480,C,0.170276699,1684.345643,529.0970193
2481,C,0.150244147,1651.319258,923.0737567
2482,C,0.165268561,2592.571235,812.8905382
2483,C,0.180292975,1552.240103,972.8998276
2484,C,0.155252285,1585.266488,540.2028253
2485,C,0.204777207,2163.228229,529.9497261
2486,C,0.155252285,2757.703161,1011.391327
2487,C,0.175284837,1469.67414,685.7979779
2488,C,0.160260423,1948.556724,774.0976434
2489,C,0.155252285,2097.175457,796.2006693
2490,C,0.175284837,2179.74142,841.0307974
2491,C,0.170276699,941.2519771,916.9532887
2492,C,0.175284837,1899.017147,738.2516454
2493,C,0.14022787,1849.477569,714.6165917
2494,C,0.186970494,1750.398414,699.7295571
2495,C,0.178067137,2790.729546,569.6488928
2496,C,0.204777207,2543.031658,653.5351652
2497,C,0.180292975,1750.398414,644.8212368
2498,C,0.204777207,1684.345643,753.4996566
2499,C,0.204777207,1486.187332,795.5884416
2500,C,0.170276699,1915.530339,865.9102031
2501,C,0.210341805,1717.372029,973.455046
2502,C,0.175284837,1618.292873,927.5340753
2503,C,0.185301115,1585.266488,868.4614137
2504,C,0.180292975,1552.240103,970.2408244
2505,C,0.186970494,1453.160947,376.5354494
2506,C,0.150244147,1436.647754,732.0966041
2507,C,0.170276699,1288.029021,959.4678201
2508,C,0.180292975,1684.345643,803.8941656
2509,C,0.155252285,1684.345643,548.7697127
2510,C,0.195873851,1453.160947,778.9965931
2511,C,0.180292975,1849.477569,1014.64248
2512,C,0.175284837,1651.319258,710.621511
2513,C,0.150244147,1354.081792,910.9731537
2514,C,0.186970494,2510.005273,811.385614
2515,C,0.186970494,1849.477569,366.3786515
2516,C,0.204777207,1535.72691,856.6879816
2517,C,0.175284837,1965.069917,763.766664
2518,C,0.130211594,1568.753294,978.3862439
2519,C,0.165268561,1568.753294,853.2661437
2520,C,0.195873851,1221.976251,973.4071775
2521,C,0.165268561,2394.412925,998.5391982
2522,C,0.170276699,2014.609495,715.2297216
2523,C,0.186970494,3071.453821,639.0101933
2524,C,0.180292975,974.2783623,842.0257896
2525,C,0.185301115,2113.68865,1057.226234
2526,C,0.155252285,1750.398414,773.0493279
2527,C,0.200325529,2097.175457,864.3979867
2528,C,0.175284837,2724.676776,867.2168781
2529,C,0.170276699,1552.240103,730.0233394
2530,C,0.150244147,1700.858836,567.0757098
2531,C,0.14022787,1568.753294,687.0619814
2532,C,0.190309253,1717.372029,986.8815975
2533,C,0.175284837,2344.873347,500.53599
2534,C,0.155252285,1502.700525,629.3716198
2535,C,0.170276699,1981.58311,652.0339934
2536,C,0.160260423,2146.715035,782.4887078
2537,C,0.175284837,1865.990762,804.2125515
2538,C,0.186970494,2163.228229,610.7781466
2539,C,0.150244147,1601.779681,568.6728442
2540,C,0.169163781,1221.976251,963.7100367
2541,C,0.213680564,2113.68865,275.0897374
2542,C,0.169163781,1601.779681,865.4516345
2543,C,0.178067137,1387.108177,539.6598026
2544,C,0.178067137,1766.911606,875.8909698
2545,C,0.169163781,990.7915549,770.5106785
2546,C,0.213680564,1618.292873,387.7497133
2547,C,0.195873851,1849.477569,687.0531475
2548,C,0.204777207,2097.175457,713.3527107
2549,C,0.195873851,2559.54485,396.1642336
2550,C,0.213680564,2625.59762,537.8768607
2551,C,0.169163781,1799.937991,1167.783031
2552,C,0.151357066,1155.923481,727.8257049
2553,C,0.133550353,2014.609495,398.7087245
2554,C,0.178067137,1337.568599,846.5298669
2555,C,0.195873851,2014.609495,733.128937
2556,C,0.204777207,2939.348279,446.0685633
2557,C,0.178067137,1370.594984,836.2534388
2558,C,0.169163781,627.5013181,798.1786526
2559,C,0.178067137,2113.68865,802.863654
2560,B,0.186970494,3649.41556,244.2513278
2561,C,0.204777207,2245.794192,763.6032233
2562,C,0.195873851,2229.280998,664.2135213
2563,C,0.186970494,1849.477569,696.7600752
2564,C,0.178067137,2196.254613,710.4399155
2565,C,0.160260423,1783.424799,840.4535495
2566,C,0.186970494,1733.885221,734.5872
2567,C,0.160260423,1849.477569,671.6211396
2568,C,0.213680564,2163.228229,754.3204564
2569,C,0.160260423,1304.542214,877.5450074
2570,C,0.169163781,1733.885221,691.4691426
2571,C,0.204777207,1618.292873,483.9326529
2572,C,0.204777207,1915.530339,471.7947219
2573,C,0.178067137,2823.755931,649.1971443
2574,C,0.178067137,3203.55936,1063.60333
2575,C,0.178067137,1651.319258,664.4826411
2576,C,0.169163781,1601.779681,516.4479031
2577,C,0.204777207,2179.74142,592.2988948
2578,C,0.186970494,2691.650391,736.0650863
2579,C,0.213680564,2807.242739,702.2959581
2580,C,0.169163781,1106.383903,698.5687567
2581,C,0.178067137,2097.175457,683.8493175
2582,C,0.178067137,2245.794192,437.540164
2583,C,0.195873851,1585.266488,909.2124495
2584,C,0.204777207,2311.846962,620.5522748
2585,C,0.186970494,2278.820577,678.7711451
2586,C,0.195873851,792.6332439,664.0218006
2587,C,0.213680564,1766.911606,755.8968495
2588,C,0.195873851,1932.043532,714.4990764
2589,C,0.195873851,1981.58311,861.1736956
2590,C,0.14245371,1188.949866,731.3553072
2591,C,0.186970494,2576.058043,714.077911
2592,C,0.240390635,2642.110813,621.3705049
2593,C,0.186970494,875.1992067,774.3601558
2594,C,0.178067137,941.2519771,631.3048172
2595,C,0.195873851,1056.844325,614.5250744
2596,C,0.178067137,1172.436673,798.0148845
2597,C,0.195873851,2146.715035,872.5906474
2598,C,0.204777207,2394.412925,384.2128676
2599,C,0.186970494,941.2519771,929.9195702
2600,C,0.186970494,1899.017147,232.7617439
2601,C,0.186970494,2873.295509,912.1720113
2602,C,0.178067137,2889.808701,777.7066365
2603,C,0.178067137,2625.59762,1073.272097
2604,B,0.204777207,1882.503954,62.14118442
2605,C,0.178067137,1783.424799,527.400664
2606,C,0.178067137,2196.254613,572.0697977
2607,C,0.186970494,2130.201844,481.1399894
2608,C,0.169163781,1469.67414,558.4440221
2609,C,0.195873851,2047.63588,731.3525575
2610,C,0.204777207,1882.503954,812.6895716
2611,C,0.178067137,1188.949866,831.3317173
2612,C,0.222583922,2460.465695,769.3080518
2613,C,0.204777207,3187.046169,629.1933089
2614,C,0.186970494,1932.043532,780.5025155
2615,C,0.195873851,1981.58311,758.5031887
2616,C,0.213680564,1601.779681,1100.886857
2617,C,0.195873851,2031.122687,626.0434153
2618,C,0.169163781,1799.937991,924.8844891
2619,C,0.195873851,1321.055406,616.9131445
2620,C,0.195873851,1965.069917,654.9641646
2621,C,0.195873851,1965.069917,944.6979594
2622,C,0.169163781,1155.923481,743.3712356
2623,C,0.195873851,1519.213717,591.2345351
2624,C,0.186970494,1453.160947,820.6859546
2625,C,0.213680564,1981.58311,752.6845583
2626,C,0.133550353,908.2255919,-60.36039092
2627,C,0.204777207,2064.149072,819.996184
2628,C,0.178067137,1486.187332,678.4986433
2629,C,0.195873851,1089.87071,676.0209595
2630,C,0.169163781,1585.266488,453.3255002
2631,C,0.178067137,1486.187332,813.27614
2632,C,0.204777207,1486.187332,760.9831615
2633,C,0.204777207,2179.74142,944.7933314
2634,C,0.195873851,2196.254613,793.2058744
2635,C,0.178067137,1337.568599,744.8115773
2636,C,0.195873851,2328.360153,521.2854607
2637,C,0.231487278,1436.647754,744.8246422
2638,C,0.186970494,2080.662265,939.7819742
2639,C,0.186970494,2031.122687,1002.978083
2640,C,0.222583922,1998.096302,776.000023
2641,B,0.204777207,1585.266488,108.6038804
2642,C,0.178067137,2311.846962,630.5492629
2643,C,0.222583922,2576.058043,718.8601518
2644,C,0.186970494,2163.228229,1024.229948
2645,C,0.204777207,1568.753294,767.3912212
2646,C,0.186970494,1568.753294,774.6224729
2647,C,0.160260423,1519.213717,776.6748607
2648,B,0.186970494,2443.952502,190.0302735
2649,C,0.204777207,1832.964376,752.6356032
2650,C,0.186970494,1965.069917,819.0691222
2651,C,0.195873851,1238.489444,854.2251025
2652,C,0.178067137,1502.700525,756.897287
2653,C,0.178067137,924.7387845,763.6596282
2654,B,0.160260423,3385.204479,-694.966623
2655,C,0.186970494,2014.609495,896.7831198
2656,C,0.213680564,2047.63588,1176.499654
2657,C,0.195873851,1816.451184,746.1520972
2658,C,0.178067137,2196.254613,1246.686595
2659,C,0.204777207,1783.424799,760.5410819
2660,C,0.195873851,2410.926117,675.8869173
2661,C,0.195873851,1733.885221,665.034092
2662,C,0.186970494,1238.489444,698.1588687
2663,C,0.178067137,1899.017147,482.6237011
2664,C,0.195873851,1915.530339,312.1932531
2665,C,0.204777207,1733.885221,665.4338684
2666,C,0.178067137,1750.398414,725.3822828
2667,C,0.186970494,1436.647754,875.6028494
2668,C,0.195873851,3021.914242,593.9526738
2669,C,0.204777207,2510.005273,706.1423339
2670,C,0.195873851,1304.542214,640.8303661
2671,B,0.213680564,2064.149072,124.1950298
2672,C,0.213680564,1618.292873,493.8637477
2673,C,0.204777207,1783.424799,852.4714607
2674,C,0.178067137,1865.990762,706.9863238
2675,C,0.151357066,1519.213717,1094.455284
2676,C,0.186970494,1684.345643,460.293233
2677,C,0.169163781,1965.069917,743.4472675
2678,C,0.195873851,2460.465695,905.0466429
2679,C,0.169163781,2642.110813,561.4918502
2680,C,0.204777207,2691.650391,675.3682233
2681,C,0.178067137,3352.178094,669.646048
2682,C,0.231487278,2526.518465,620.3255546
2683,B,0.169163781,2097.175457,32.39395394
2684,C,0.195873851,1552.240103,799.9877017
2685,C,0.204777207,2493.49208,491.2114101
2686,C,0.204777207,1387.108177,641.0938408
2687,C,0.186970494,2014.609495,599.6026558
2688,C,0.178067137,924.7387845,977.7166994
2689,C,0.195873851,2526.518465,501.4355152
2690,C,0.169163781,1667.832451,1152.656455
2691,C,0.186970494,2179.74142,536.4884831
2692,C,0.178067137,1519.213717,803.0019989
2693,C,0.186970494,2658.624006,957.9195405
2694,C,0.195873851,1535.72691,616.5910979
2695,C,0.195873851,2642.110813,935.3786603
2696,C,0.213680564,1486.187332,368.3091796
2697,C,0.222583922,2311.846962,716.8915242
2698,C,0.178067137,2262.307383,868.0548948
2699,B,0.213680564,2642.110813,84.34881883
2700,C,0.186970494,2196.254613,838.2025278
2701,C,0.186970494,1106.383903,849.5248284
2702,C,0.169163781,792.6332439,726.9513633
2703,C,0.231487278,2361.386538,645.2551558
2704,C,0.204777207,1981.58311,971.6911729
2705,C,0.195873851,2295.333768,597.159086
2706,C,0.186970494,2906.321894,908.2916156
2707,C,0.222583922,1684.345643,606.5915301
2708,C,0.186970494,1337.568599,791.8931526
2709,C,0.169163781,1651.319258,732.159994
2710,C,0.213680564,1915.530339,942.265952
2711,C,0.178067137,2724.676776,510.1418037
2712,C,0.186970494,2229.280998,905.6578992
2713,C,0.204777207,1453.160947,168.8255564
2714,C,0.204777207,2262.307383,1162.777072
2715,C,0.169163781,1486.187332,572.2587436
2716,C,0.213680564,1238.489444,937.5456788
2717,C,0.186970494,1733.885221,629.6491867
2718,C,0.186970494,1585.266488,288.0777442
2719,C,0.186970494,2295.333768,943.9009221
2720,C,0.186970494,1998.096302,744.3742276
2721,C,0.222583922,2377.899732,655.004248
2722,A,0.347230917,2179.74142,-431.9601661
2723,C,0.160260423,1337.568599,746.4694276
2724,C,0.222583922,2443.952502,913.0189787
